"E:0","E:1","E:2","epsilon","epsilonD","epsilonI","volt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00163,0.0014187,2471.9,nan,nan,nan,10.02,1,0.03116,0,0,0.03116
0.0016219,0.0014111,2407.7,nan,nan,nan,9.7578,1,0.031262,0,0,0.031262
0.0016129,0.0014035,2359.6,nan,nan,nan,9.5622,1,0.031365,0,0,0.031365
0.0016039,0.0013959,2311.6,nan,nan,nan,9.3665,1,0.031468,0,0,0.031468
0.001595,0.0013882,2263.6,nan,nan,nan,9.1709,1,0.03157,0,0,0.03157
0.001586,0.0013806,2215.6,nan,nan,nan,8.9752,1,0.031673,0,0,0.031673
0.001577,0.001373,2167.5,nan,nan,nan,8.7795,1,0.031775,0,0,0.031775
0.001568,0.0013654,2119.5,nan,nan,nan,8.5839,1,0.031877,0,0,0.031877
0.001559,0.0013578,2071.5,nan,nan,nan,8.3882,1,0.03198,0,0,0.03198
0.00155,0.0013502,2023.5,nan,nan,nan,8.1926,1,0.032082,0,0,0.032082
0.001541,0.0013425,1975.4,nan,nan,nan,7.9969,1,0.032185,0,0,0.032185
0.001532,0.0013349,1927.4,nan,nan,nan,7.8013,1,0.032288,0,0,0.032288
0.0015231,0.0013273,1879.4,nan,nan,nan,7.6056,1,0.03239,0,0,0.03239
0.0015141,0.0013197,1831.4,nan,nan,nan,7.41,1,0.032492,0,0,0.032492
0.0015051,0.0013121,1783.3,nan,nan,nan,7.2143,1,0.032595,0,0,0.032595
0.0014961,0.0013045,1735.3,nan,nan,nan,7.0186,1,0.032697,0,0,0.032697
0.0014871,0.0012968,1687.3,nan,nan,nan,6.823,1,0.0328,0,0,0.0328
0.0014781,0.0012892,1639.3,nan,nan,nan,6.6273,1,0.032903,0,0,0.032903
0.0014691,0.0012816,1591.3,nan,nan,nan,6.4317,1,0.033005,0,0,0.033005
0.00146,0.0012737,1559.4,nan,nan,nan,6.3022,1,0.033108,0,0,0.033108
0.001451,0.0012658,1528.3,nan,nan,nan,6.1759,1,0.03321,0,0,0.03321
0.0014419,0.0012578,1497.2,nan,nan,nan,6.0496,1,0.033312,0,0,0.033312
0.0014328,0.0012499,1466.2,nan,nan,nan,5.9232,1,0.033415,0,0,0.033415
0.0014237,0.0012419,1435.1,nan,nan,nan,5.7969,1,0.033517,0,0,0.033517
0.0014146,0.001234,1404,nan,nan,nan,5.6706,1,0.03362,0,0,0.03362
0.0014055,0.0012261,1372.9,nan,nan,nan,5.5443,1,0.033723,0,0,0.033723
0.0013964,0.0012181,1341.8,nan,nan,nan,5.418,1,0.033825,0,0,0.033825
